scorer,Jesusanmi,Jesusanmi,Jesusanmi,Jesusanmi,Jesusanmi,Jesusanmi,Jesusanmi,Jesusanmi
labeled-data/mouse1/img2762.png,85.17843371756284,203.97283612964247,95.6628654384951,189.55674251336063,80.72255023616664,184.3145266528945,101.16719209198452,128.48492773893028
labeled-data/mouse1/img3084.png,235.08416161027628,204.91474085379105,223.44899957851004,209.03179818810833,228.99807685519858,225.32102503258113,180.488401307373,239.64122445629346
labeled-data/mouse1/img3198.png,190.073123746683,69.934427004999,190.26810860490764,89.23792796923982,197.87251807566918,76.7588970428619,235.89456542947687,102.10692861206702
labeled-data/mouse1/img3361.png,154.51956831607498,164.5789744040318,166.47757412949187,147.3371985800353,155.6319409498812,146.2248259462291,166.19948097104032,77.81390896714615
labeled-data/mouse1/img3760.png,132.4170880807178,297.77191639752084,115.7314985736244,290.9122851557157,114.43373050085047,310.93499256422785,80.13557429182515,266.254691773011
labeled-data/mouse1/img3854.png,109.6836472326833,135.9087844274488,91.46375064447784,143.6826069717498,105.06794009700458,148.0553821529191,87.81977132683676,200.77161628146018
labeled-data/mouse1/img4294.png,275.381635910706,113.61252160730646,258.811119434696,102.2202915300496,257.6028526083203,123.79648485818763,216.8669996047957,93.41720465216927
labeled-data/mouse1/img4426.png,224.84968010007216,401.68615583311185,237.082582598855,390.5911977528204,227.41005504167788,379.7807257771518,268.0915680027464,326.8663103173004
labeled-data/mouse1/img4458.png,110.53767052316968,380.33860622479034,130.06812107649165,388.23389474634604,130.69143332819343,368.4956734424568,183.6729747228435,378.6764402202523
labeled-data/mouse1/img4494.png,71.88874685016982,314.12062960611763,82.85584600703523,324.8543862277306,89.38943699410397,306.8870110132915,131.6244358747984,356.5889710220645
labeled-data/mouse1/img4626.png,114.31334692929438,141.41515682371306,95.36145800447508,154.95222034144115,108.89852152220315,164.7973574452434,76.90182593484589,211.56175868830402
labeled-data/mouse1/img4694.png,166.93300721517616,276.7417126371427,154.51151280433996,261.9644175621824,148.0866019021833,278.8833496045283,106.53884473490359,239.47722940463413
labeled-data/mouse1/img4884.png,155.65711956837683,378.16003401090006,174.2733788192029,387.1357304354055,172.27877961375722,366.8573051800414,208.18156531177888,365.0289225750496
labeled-data/mouse1/img5094.png,111.9085655094015,304.78382761712624,115.35436349573227,329.888927231822,127.66078487548508,319.30540484523453,147.35105908308952,360.654980681204
labeled-data/mouse1/img5160.png,81.65702835465979,129.39416450814343,99.48056228024461,148.5218594526735,104.26248601637712,128.0900034891982,148.60396066051499,179.60436373753487
labeled-data/mouse1/img5283.png,88.45690193168778,195.20866631157995,106.43386656538382,189.05865209478918,99.33769631524065,174.86631159450286,151.84935616630014,132.76236811032004
labeled-data/mouse1/img5457.png,195.61228476474156,383.8360112690889,200.9631807101198,354.7033555664741,183.42413288915782,358.56789152702504,195.0177407708107,316.0579959609647
labeled-data/mouse1/img5563.png,251.8111969869574,361.5098134784994,233.3291896057287,351.1372583155649,234.4607410780488,371.5051848173272,193.1591123383642,352.8345855240451
labeled-data/mouse1/img5608.png,145.2021641240039,303.7052896509318,161.8877536310973,318.4729953066351,164.95636779332136,299.48594517787365,203.8894099765393,322.3087630094152
labeled-data/mouse1/img6062.png,86.95788870815095,195.02884871814672,86.40170239124781,223.11625772175395,100.58445347227722,214.4953698097557,105.31203716595367,269.2797220247124
labeled-data/mouse1/img6707.png,301.566877321967,363.5849638057034,303.23543627267634,334.38518216829,287.6622193993892,340.7813248126758,277.6508656951331,280.15701627023645
labeled-data/mouse1/img6847.png,148.40150164909784,203.99944676808056,160.70792302885062,225.09616913337106,166.86113371872702,211.55910561564298,204.83523397624992,237.05097847370234
labeled-data/mouse1/img7157.png,105.51650955585569,318.1517817262581,117.36903175744618,294.4467373230771,99.2610117272385,291.81284350050146,113.41819102358266,240.12267723245407
labeled-data/mouse1/img7208.png,97.23569002028925,361.936366829414,113.76145587310016,359.83308753905624,102.04318554110698,350.819033437523,120.07129374417342,296.1337718882215
labeled-data/mouse1/img7321.png,159.0438411382569,337.12986574801425,139.6252671429327,333.53383352665793,143.22129936428905,351.9455185000024,102.37037332968109,338.71211992541106
labeled-data/mouse1/img7397.png,99.6554085589114,197.5679031842712,87.59831207983933,220.10943138427552,101.22807331705124,218.798877419159,100.70385173100465,273.05581157498335
labeled-data/mouse1/img7547.png,108.71120420379272,225.7131204036324,108.27009091797301,204.76023932719613,96.36003220084082,211.59749525740165,,
labeled-data/mouse1/img7627.png,249.37725773913633,235.33167551275827,232.97935080975142,218.76115903674827,230.56281715699998,239.81952372501098,196.73134601847954,228.94512228762943
labeled-data/mouse1/img8020.png,120.19564533750616,117.58268502097272,139.98820668385144,117.88954643719514,134.6181318999593,98.25041579896106,175.4307002575395,113.90034802630385
labeled-data/mouse1/img8152.png,98.94274569460563,219.80081190785597,101.10036502741943,194.62858635836162,86.71623614199409,197.9848830982942,99.6619521388769,138.29074822377902
labeled-data/mouse1/img8476.png,,,,,,,,
labeled-data/mouse1/img8564.png,,,,,,,,
labeled-data/mouse1/img8591.png,,,,,,,,
labeled-data/mouse2/img0199.png,,,,,,,,
labeled-data/mouse2/img0402.png,,,,,,,,
labeled-data/mouse2/img0443.png,,,,,,,,
labeled-data/mouse2/img0880.png,261.3871452721729,140.2322370637243,278.4299978502818,154.19114488960395,278.59231073197805,131.9542800972143,297.4206050087459,170.42243305923142
labeled-data/mouse2/img0887.png,264.69147511343357,148.53684835149326,284.2963251379248,161.90379155001,280.73180695165365,136.41748651817142,295.8810092433059,165.6465356455947
labeled-data/mouse2/img1116.png,300.9197198558586,116.00024460776274,287.28543779337156,139.52606463715222,304.39512508747293,148.0809082842029,289.15680984116386,188.44907674372348
labeled-data/mouse2/img1157.png,249.42350514450823,121.02502177333373,259.75106006812416,132.66699277813711,266.51091419994543,117.0817735297713,294.8647468084182,164.96407363017232
labeled-data/mouse2/img1183.png,208.19465870589406,104.18751090359831,226.21138857418055,115.38709974064126,229.78227197149857,96.39649258217712,269.06198934199705,127.23594010446931
labeled-data/mouse2/img1891.png,272.1248553000187,129.33477296902305,270.6290307039942,144.59218384847287,284.68978190662443,140.1047100603994,293.9638944019763,186.47527253715867
labeled-data/mouse2/img2241.png,265.81733574125536,124.73772207277698,273.939345037116,149.10374996035893,285.70225505181077,135.1002856571509,300.26585792714707,178.23095571103158
labeled-data/mouse2/img2313.png,220.26142161772975,105.04598691749541,237.50477834381633,116.47472335222723,239.91082811954936,98.22884588625188,276.00157475554454,131.91354274651405
labeled-data/mouse2/img2416.png,133.046352897534,332.0371465818254,146.56606116117666,337.1070371806914,143.186134095266,316.6397010593435,184.87190124149748,297.67455474506704
labeled-data/mouse2/img3021.png,275.731343300979,173.283293077294,273.4144064799028,193.55649026171105,288.76411291953286,189.50185082482764,292.2395181511472,246.2668029411954
labeled-data/mouse2/img3290.png,133.51924391966799,136.5675145425472,148.27380312641174,125.68300365232642,138.84056035488703,111.41220048514808,183.34611599490088,88.67566662557579
labeled-data/mouse2/img3327.png,77.97187392883106,180.7099985444451,90.80413939940713,167.41943787849132,79.3467595149642,156.87864838480385,120.59332709895871,109.674243260899
labeled-data/mouse2/img3383.png,112.42040247993381,316.38776600610674,114.20266157306938,287.6170120740612,96.12546219983722,297.0375244234921,90.26946803667751,252.73565553697944
labeled-data/mouse2/img3755.png,287.81852143377057,269.94376490689376,275.6641509396907,256.88235183862884,272.94302321713553,276.83728847070023,227.95371153755633,258.3336199573249
labeled-data/mouse2/img3773.png,269.97593220278264,303.4928668588291,269.97593220278264,276.44071990944997,255.90881578910552,288.1272473915817,236.86410433674263,251.7691618916162
labeled-data/mouse2/img3823.png,218.5429168762657,294.63001064921826,237.16115918848544,295.374740341707,229.71386226359755,276.50825479865773,257.76534734734196,245.72609417578772
labeled-data/mouse2/img4028.png,295.80243190640886,156.52321499994423,281.0510553051886,174.22486692140853,293.8355816929128,183.7313096199727,283.34571388760065,229.62448126821351
labeled-data/mouse2/img4174.png,226.58214898941537,175.72034143082544,214.2463699804985,161.4495382636471,208.1994194859314,182.2510479649579,185.70476364614183,131.698541830377
labeled-data/mouse2/img4363.png,239.09418347700114,279.53209604557645,231.89512978294283,257.93493496340153,224.19958962722535,275.0637178906437,194.41040192767375,230.3799363413163
labeled-data/mouse2/img4633.png,262.10053425676944,122.92059753613196,267.25635520476874,147.55396428768424,279.5730385805449,137.81519138590775,295.8998049158761,186.2226213976791
labeled-data/mouse2/img4902.png,,,111.31803306130628,240.02537933611754,99.45964488090786,228.4247822031191,115.7004808671057,183.31134890812507
labeled-data/mouse2/img4923.png,78.93451781498798,297.92618745077914,96.97989113298559,284.52105298598093,83.05917457338744,269.82696328418285,105.22920464978449,233.73621664818768
labeled-data/mouse2/img4945.png,75.30806692088174,328.0644114980882,90.12309563257111,321.41276595406435,78.02919464343694,312.94703526167046,100.70525899806353,248.54701249453086
labeled-data/mouse2/img5087.png,187.5725524779405,355.0481006026577,171.0866558664365,352.1519295763124,173.091697346214,374.20738585386505,128.08965524454098,349.92410570989296
labeled-data/mouse2/img5214.png,266.89908664999916,157.89289702604646,269.3337798754433,180.3461789940311,282.58933188063907,173.85366372618014,280.4251601246888,237.42620905722106
labeled-data/mouse2/img5271.png,286.4175941779418,140.65159308052256,278.09189812857994,151.75252114633838,291.2742502067362,156.9560811771895,281.90784215120414,215.58285752477926
labeled-data/mouse2/img5397.png,250.87540699952916,269.16327864134894,267.3040167116109,258.6829586526071,256.5404448312815,246.21987542275198,290.5306718217955,209.39712951636182
labeled-data/mouse2/img5673.png,178.01385577276375,274.6556760364814,189.18480116009562,254.31882674159522,176.00881429298624,247.15796431381838,192.90844962253954,189.87106489160377
labeled-data/mouse2/img5707.png,205.53886947690972,273.5590138252088,209.40573518790922,249.32665536961204,191.3603618699116,254.7402673650113,189.0402424433119,198.79961007921872
labeled-data/mouse2/img5804.png,174.8936277262643,319.39327544521046,188.9480137178476,302.89464841161265,174.5880975960125,295.25639515531736,197.80838749515013,237.20567040747324
labeled-data/mouse2/img5917.png,62.05008539419453,250.69762635095128,83.0298210048189,257.2156024629899,79.15977268829596,235.82849334536314,117.65656910002417,245.80914426692232
labeled-data/mouse2/img6054.png,239.16783971010761,182.1866002031079,218.2899474762338,189.57024501752667,228.7288935931707,210.44813725140045,192.31988640482987,219.35943271707828
labeled-data/mouse2/img6568.png,244.9229802868345,307.2121392386782,254.6140141057591,286.72252487866615,238.831473314939,284.23054475379985,266.2432546884687,224.69990843754852
labeled-data/mouse2/img6639.png,232.72288012746515,402.6225790968301,242.910400408049,378.5429857063592,223.7702107899824,377.3081347632582,232.4141673916899,330.0750861896422
labeled-data/mouse2/img6752.png,292.0405663190135,229.20488655600101,271.70053441860387,237.65788682630114,283.05925353181965,253.7714185915607,242.1150334725535,286.7909508974205
labeled-data/mouse2/img7042.png,104.76068493633697,173.82159897553134,120.8041993800805,196.19213319990615,127.35718415287717,176.53317888151616,165.09333784449927,218.78863241644635
labeled-data/mouse2/img7360.png,94.13785224833738,139.45733627087316,114.9393619496482,139.69921429065585,111.06931363312526,119.86521666847577,149.76979679835466,112.12512003542989
labeled-data/mouse2/img7473.png,,,116.91450921574386,288.3496956046437,123.27972026265661,302.6714204601974,86.99801729525402,272.4366679873619
labeled-data/mouse2/img7561.png,,,131.8103613881785,177.84816783169794,142.40207257024127,193.3283610977897,118.77440916410123,235.69520582604082
labeled-data/mouse2/img7611.png,217.4128766917402,248.0508761194793,216.6013122832588,223.16290092605053,203.07523880856925,230.7375020718767,193.3364659067928,167.43547821032956
labeled-data/mouse2/img7706.png,191.49741361591683,368.5589134838624,209.76556932055638,376.91007037741196,208.72167470886268,354.9882835318445,246.30188072983543,340.89570627397967
labeled-data/mouse2/img7776.png,185.9900436530993,352.1145498744395,201.98263640846753,367.0409697794499,203.47527839896856,346.7836856226501,243.56337757242497,360.430698107231
labeled-data/mouse2/img7833.png,111.10308943206861,338.3384509098272,117.75473497609241,359.69373397221943,127.03203007696771,344.4649665424807,163.26599396151846,357.59321432673823
labeled-data/mouse2/img7871.png,76.66081191603958,296.03368290231106,86.5364368553247,314.7633164078518,93.68775146653113,298.75799323038973,132.84971243266173,346.77396276277597
labeled-data/mouse2/img8036.png,212.72166841108267,261.81847752734393,195.96843293560835,278.5717130028182,208.8006984061844,291.0475266547672,169.59099835720198,316.3556057772922
labeled-data/mouse2/img8075.png,207.58389562118117,177.9353712230406,192.57154536703746,194.08072904353475,204.18487292212978,206.26056038180224,184.35724051099658,245.0660695293057
labeled-data/mouse2/img8150.png,282.9226125586438,161.63574194320833,260.22093630271354,160.93722882764126,264.5866432750078,182.94039196800438,212.89667272304368,182.41650713132907
